,GISJoinMatchCode,DataFileYear,EstimatesMedianyearstructurebuilt
2253,G3500350000402,2014-2018,1992
2254,G3500350000500,2014-2018,1983
2255,G3500350000601,2014-2018,1998
2256,G3500350000602,2014-2018,1981
2257,G3500350000603,2014-2018,1983
2258,G3500350000700,2014-2018,1981
2259,G3500350000901,2014-2018,1979
2260,G3500350000902,2014-2018,1985
2261,G3500350940000,2014-2018,1984
2262,G3500370958601,2014-2018,1964
2263,G3500370958602,2014-2018,1957
2264,G3500370958900,2014-2018,1977
2265,G3500390000100,2014-2018,1977
2266,G3500390000200,2014-2018,1977
2267,G3500390000300,2014-2018,1985
2268,G3500390000400,2014-2018,1979
2269,G3500390000500,2014-2018,1982
2270,G3500390940700,2014-2018,1977
2271,G3500390940800,2014-2018,1982
2272,G3500390941000,2014-2018,1982
2273,G3500390944100,2014-2018,1980
2274,G3500410000100,2014-2018,1978
2275,G3500410000200,2014-2018,1965
2276,G3500410000300,2014-2018,1976
2277,G3500410000401,2014-2018,1978
2278,G3500410000402,2014-2018,1983
2279,G3500430010503,2014-2018,1982
2280,G3500430010601,2014-2018,1981
2281,G3500430010602,2014-2018,1993
2282,G3500430010702,2014-2018,1995
2283,G3500430010703,2014-2018,1995
2284,G3500430010705,2014-2018,1987
2285,G3500430010712,2014-2018,1983
2286,G3500430010713,2014-2018,1986
2287,G3500430010714,2014-2018,1997
2288,G3500430010715,2014-2018,1986
2289,G3500430010716,2014-2018,1986
2290,G3500430010717,2014-2018,2002
2291,G3500430010718,2014-2018,2005
2292,G3500430010719,2014-2018,1983
2293,G3500430010720,2014-2018,2005
2294,G3500430010721,2014-2018,1994
2295,G3500430010722,2014-2018,2004
2296,G3500430010723,2014-2018,2002
2297,G3500430010900,2014-2018,1990
2298,G3500430011000,2014-2018,1981
2299,G3500430011100,2014-2018,1994
2300,G3500430011200,2014-2018,1984
2301,G3500430940200,2014-2018,1977
2302,G3500430940300,2014-2018,NA
2303,G3500430940500,2014-2018,1985
2304,G3500430940600,2014-2018,1976
2305,G3500430940700,2014-2018,1986
2306,G3500430940900,2014-2018,1981
2307,G3500450000100,2014-2018,1981
2308,G3500450000201,2014-2018,1995
2309,G3500450000202,2014-2018,1991
2310,G3500450000204,2014-2018,1972
2311,G3500450000205,2014-2018,1976
2312,G3500450000301,2014-2018,1978
2313,G3500450000302,2014-2018,1960
2314,G3500450000401,2014-2018,1973
2315,G3500450000402,2014-2018,1983
2316,G3500450000503,2014-2018,1994
2317,G3500450000504,2014-2018,1989
2318,G3500450000505,2014-2018,1988
2319,G3500450000607,2014-2018,1999
2320,G3500450000608,2014-2018,1993
2321,G3500450000609,2014-2018,1978
2322,G3500450000610,2014-2018,1976
2323,G3500450000611,2014-2018,1994
2324,G3500450000612,2014-2018,1982
2325,G3500450000613,2014-2018,1982
2326,G3500450000702,2014-2018,1990
2327,G3500450000705,2014-2018,1984
2328,G3500450000706,2014-2018,1987
2329,G3500450000707,2014-2018,1980
2330,G3500450000708,2014-2018,1987
2331,G3500450000900,2014-2018,1991
2332,G3500450942801,2014-2018,1986
2333,G3500450942802,2014-2018,1986
2334,G3500450942803,2014-2018,1981
2335,G3500450942900,2014-2018,1981
2336,G3500450943000,2014-2018,1984
2337,G3500450943100,2014-2018,1982
2338,G3500450943201,2014-2018,1985
2339,G3500450943300,2014-2018,1994
2340,G3500470957200,2014-2018,1984
2341,G3500470957300,2014-2018,1962
2342,G3500470957400,2014-2018,1968
2343,G3500470957500,2014-2018,1984
2344,G3500470957600,2014-2018,1990
2345,G3500470957700,2014-2018,1978
2346,G3500470957800,2014-2018,1980
2347,G3500490000101,2014-2018,1981
2348,G3500490000200,2014-2018,1980
2349,G3500490000300,2014-2018,1953
2350,G3500490000400,2014-2018,1976
2351,G3500490000500,2014-2018,1948
2352,G3500490000600,2014-2018,1948
2353,G3500490000700,2014-2018,1950
2354,G3500490000800,2014-2018,1972
2355,G3500490000900,2014-2018,1959
2356,G3500490001001,2014-2018,1971
2357,G3500490001002,2014-2018,1980
2358,G3500490001102,2014-2018,1991
2359,G3500490001103,2014-2018,1980
2360,G3500490001105,2014-2018,1980
2361,G3500490001106,2014-2018,1976
2362,G3500490001107,2014-2018,1972
2363,G3500490001202,2014-2018,1997
2364,G3500490001203,2014-2018,1994
2365,G3500490001204,2014-2018,1992
2366,G3500490001205,2014-2018,1993
2367,G3500490001301,2014-2018,1997
2368,G3500490001302,2014-2018,1992
2369,G3500490001303,2014-2018,2002
2370,G3500490001304,2014-2018,1988
2371,G3500490010102,2014-2018,1979
2372,G3500490010203,2014-2018,1981
2373,G3500490010204,2014-2018,1997
2374,G3500490010304,2014-2018,2000
2375,G3500490010308,2014-2018,1987
2376,G3500490010309,2014-2018,1988
2377,G3500490010310,2014-2018,1990
2378,G3500490010311,2014-2018,1997
2379,G3500490010312,2014-2018,1994
2380,G3500490010314,2014-2018,2002
2381,G3500490010315,2014-2018,1988
2382,G3500490010316,2014-2018,1987
2383,G3500490010400,2014-2018,1984
2384,G3500490010500,2014-2018,1986
2385,G3500490010601,2014-2018,2004
2386,G3500490010602,2014-2018,1992
2387,G3500490010603,2014-2018,1992
2388,G3500490010700,2014-2018,1993
2389,G3500490010800,2014-2018,1986
2390,G3500490010900,2014-2018,2001
2391,G3500490940300,2014-2018,1980
2392,G3500490940400,2014-2018,1981
2393,G3500490940500,2014-2018,1979
2394,G3500490940600,2014-2018,1986
2395,G3500490940900,2014-2018,1980
2396,G3500490980000,2014-2018,NA
2397,G3500510962200,2014-2018,1976
2398,G3500510962300,2014-2018,1967
2399,G3500510962401,2014-2018,1988
2400,G3500510962402,2014-2018,1986
2401,G3500530940000,2014-2018,1979
2402,G3500530978100,2014-2018,1984
2403,G3500530978200,2014-2018,1974
2404,G3500530978301,2014-2018,1977
2405,G3500530978302,2014-2018,1974
2406,G3500530978303,2014-2018,1982
2407,G3500550940000,2014-2018,1975
2408,G3500550940100,2014-2018,1979
2409,G3500550952100,2014-2018,1982
2410,G3500550952300,2014-2018,1992
2411,G3500550952600,2014-2018,1987
2412,G3500550952700,2014-2018,1979
2413,G3500570963201,2014-2018,1992
2414,G3500570963202,2014-2018,1987
2415,G3500570963600,2014-2018,1986
2416,G3500570963700,2014-2018,1973
2417,G3500590950200,2014-2018,1962
2418,G3500610940300,2014-2018,1985
2419,G3500610970101,2014-2018,1988
2420,G3500610970102,2014-2018,1983
2421,G3500610970200,2014-2018,1980
2422,G3500610970301,2014-2018,1994
2423,G3500610970302,2014-2018,1997
2424,G3500610970303,2014-2018,1987
2425,G3500610970401,2014-2018,1986
2426,G3500610970404,2014-2018,1991
2427,G3500610970405,2014-2018,2005
2428,G3500610970700,2014-2018,1982
2429,G3500610970800,2014-2018,1976
2430,G3500610970901,2014-2018,1980
2431,G3500610970902,2014-2018,1983
2432,G3500610971000,2014-2018,1980
2433,G3500610971100,2014-2018,1988
2434,G3500610971300,2014-2018,1994
2435,G3500610971400,2014-2018,1997
